title;rating;chapters;description;url
Unrivaled Spear Demon;;53;Shuji, a soldier who danced with death many times while on the battlefield, was possessed by the grudges and resentment of those he had killed. He too was eventually killed, but somehow he awoke in a younger version of himself. He returned to a time when he was still an errand boy, inexperienced with war, but retained his memories. Remembering Kyo Aiyo, his comrade and savior, Shuji travelled to the 'Tiger Pit' Sect. However, instead of the strong and reliable woman, he was met with a cheerful and petite girl. He recalled the tragic past that had caused her to devote herself to the army, where in his previous life her family had fallen apart due to false rumors. 'This time, I will protect you.' He vowed to repay the kindness he received in his previous life by changing her fate. With a spear in his right hand, Shuji steps into the battlefield once again, becoming the Unrivaled Spear Demon.;https://demonicscans.org/manga/Unrivaled-Spear-Demon
Urban Dragon Revealed;;100;Wang Han, who stirred up international turmoil, lived in seclusion in the city and started delivering takeouts. After a drunken binge, he got the daughter of the Su family pregnant, and his peaceful life was disrupted again. When the torrent was surging, the hidden dragon was born, shaking the world!;https://demonicscans.org/manga/Urban-Dragon-Revealed
Veteran of the Apocalypse;;61;"He was just an ordinary man running a small restaurant. But behind that quiet life hid his true identity... A legendary hardcore veteran who spent thousands of hours mastering a zombie-survival VR game. Then one day, the world changed. The virtual battleground he had died and revived in countless times suddenly became reality. A sudden zombie apocalypse erupts. At the same moment, he awakens a mysterious ability to open dimensional gates-- allowing him to travel freely between Earth and another world to prepare for the coming end. Soon, familiar figures from his gaming past begin to ""log in"" to reality: the infinitely respawning Rabbit Princess, the monster-controlling DuckButt-QuackQuack, and other absurdly overpowered comrades from the old days. Civilization collapses. The line between humanity and survival instinct grows faint. But he stands firm. ""This isn't a game. But for me... it's a battlefield I know better than anyone."" As the strongest former players gather at the end of the world, one final choice awaits them all--";https://demonicscans.org/manga/Veteran-of-the-Apocalypse
Vicious Dog;;46;"In Country H, the Juvenile Law was revised to set the maximum penalty at life imprisonment. In exchange, underage offenders are sent to a rehabilitation facility known as the ""Juvenile Reformatory."" However, this purely nominal punishment has backfired, leading to a surge in juvenile crime and bullying. Gen Amamori, a high school student living in Country H, suffers through brutal bullying every single day. One day, his beloved dog is mauled to death by a dog belonging to his bully, Kanemoto. Pushed past his breaking point, Gen snaps and inflicts a severe injury on Kanemoto, resulting in his incarceration at the Reformatory. Even within the facility, Gen finds himself at the absolute bottom of the hierarchy, subjected to constant violence. However, a chance encounter leads him to become the protégé of Seiya Kojo, the strongest man in the Reformatory. In a hellish environment where violence is the only law, can Gen survive? This is the story of a man crawling his way up from the very bottom.";https://demonicscans.org/manga/Vicious-Dog
Voodoo Slam;;36;On the night of a brutal slave hunt, a young girl named Faya loses her mother to the horrors of violence and betrayal. Left with nothing but her grief and rage, she embraces the forbidden path of voodoo sorcery. From blood-soaked rituals to bone-chilling spells, Faya transforms into a terrifying Voodoo Priestess, wielding dark powers to bring her enemies to their knees. Every chant, every curse, and every slam of her ritual staff drives her closer to vengeance. But with each victory, the boundary between justice and monstrosity begins to blur. Is Faya still human... or has she become something far darker than those she seeks to destroy? A haunting tale of revenge, magic, and survival begins--welcome to the world of Voodoo Slam.;https://demonicscans.org/manga/Voodoo-Slam
Warrior of the Sword Heart;;54;People call those who can draw the Sword of the Heart, 'Heroes'. Ellen sets off on a journey to become a Hero, but he soon learns the champions he dreamed of being are nothing more than brutal weapons of war. Will Ellen manage to overcome this reality and become a true Hero?;https://demonicscans.org/manga/Warrior-of-the-Sword-Heart
Water Magician;;49;This is the story of Ryo, who was reincarnated in the world of swords and magic.It is a story of the royal road to survive using the magic of water attribute.What is magic? What is swordsmanship?How does it relate to the laws of physics that we know?Or what is politics? What is a nation?Why are there many ?kingdoms? in reincarnation stories? Will republics not work?Can it be written ...?Since it is a water-based magician, so it shall start with ?Hydrogen bond?!;https://demonicscans.org/manga/Water-Magician
When a Genius Office Worker Goes Too Far;;54;"A genius marketer from Korea's top film company, the only employee ever to fail peer evaluations, and the company's public enemy number one for being caught up in a bribery scandal. These labels sum up Han-rok's life as a corporate employee. All he ever wanted was to focus on his work. But his refusal to play politics or suck up to anyone--his decision to avoid aligning with any ""faction""-- Came back to bite him in the form of betrayal and false accusations. Just when he hit rock bottom, He found himself back on that day, five years ago, when everything began to unravel. Determined never to be a victim again, Han-rok starts to cross the line. And for the first time, He begins to see the threads of the real problem that had always been hidden.";https://demonicscans.org/manga/When-a-Genius-Office-Worker-Goes-Too-Far
Wild Ranker;;55;"Everything in this world is ranked. In the quiet village of Tori lives a boy named Lowe. One day, his peaceful life is shattered when the village is destroyed by a mysterious force known only as the Island of the gods. Why was the village targeted? What secrets lie behind its destruction? Determined to uncover the truth, Lowe vows to set foot on the Island of the gods himself. But there's a catch--only adventurers ranked in the top 10 are allowed to enter the island. To achieve this, Low begins intensive training under Adol, the number one ranked knight. Thus begins his journey to climb the ranks, uncover the mystery, and face the gods themselves. ""I'll become the number one ranker--no matter what it takes. And I will uncover the truth!""";https://demonicscans.org/manga/Wild-Ranker
Worker Rebrith: Master of Martial Arts;;45;"Introduction: Huo Guo, a miserable worker, died suddenly while working overtime, but was reborn in a different world that advocates force, and awakened the ""Martial Arts Master Training System"". He didn't expect that the other world was also a black-hearted devil's den that exploited workers. The gentle and sultry girl with glasses, the domineering female boss, and the seductive secretary are all my colleagues! This time, not only do I have to lead the girls to play in the workplace, but I also have to dominate the other world with force and reach the peak of my life!";https://demonicscans.org/manga/Worker-Rebrith%253A-Master-of-Martial-Arts
